,memory,type,is_cold,exec_time,connection_time,client_time,provider_time,mem_used,Platform,id
58,256,warm,False,310,0.049113,89062,1870,51.0,AWS,502
59,256,warm,False,330,0.042279,88746,2000,51.0,AWS,502
60,256,warm,False,290,0.085301,142394,1630,51.0,AWS,502
61,256,warm,False,300,0.048708,102021,5760,51.0,AWS,502
62,256,warm,False,327,0.044857,100077,1950,51.0,AWS,502
63,256,warm,False,308,0.034343,90768,1800,51.0,AWS,502
64,256,warm,False,308,0.041884,92809,1910,51.0,AWS,502
65,256,warm,False,303,0.087265,142393,1750,51.0,AWS,502
66,256,warm,False,304,0.045376,91230,1840,51.0,AWS,502
67,256,warm,False,312,0.04834,115659,1890,51.0,AWS,502
68,256,warm,False,319,0.041962,74428,2090,51.0,AWS,502
69,256,warm,False,309,0.04909,100176,7780,51.0,AWS,502
70,256,warm,False,296,0.040519,104556,10440,51.0,AWS,502
71,256,warm,False,310,0.04817,113385,6350,51.0,AWS,502
72,256,warm,False,303,0.042433,72729,2050,51.0,AWS,502
73,256,warm,False,298,0.048572,107911,2830,51.0,AWS,502
74,256,warm,False,323,0.073245,132948,2060,51.0,AWS,502
75,256,warm,False,309,0.038415,86168,1770,51.0,AWS,502
76,256,warm,False,297,0.051614,85867,1880,51.0,AWS,502
77,256,warm,False,325,0.053995,95553,2050,51.0,AWS,502
78,256,warm,False,306,0.047069,115353,1840,51.0,AWS,502
79,256,warm,False,323,0.048094,83108,1910,51.0,AWS,502
80,256,warm,False,328,0.037691,106048,12150,51.0,AWS,502
81,256,warm,False,307,0.046795,92169,1900,51.0,AWS,502
82,256,warm,False,280,0.042778,92080,14910,51.0,AWS,502
83,256,warm,False,344,0.044877,101220,2990,51.0,AWS,502
84,256,warm,False,327,0.047858,116026,1870,51.0,AWS,502
85,256,warm,False,298,0.049774,107489,2170,51.0,AWS,502
86,256,warm,False,326,0.046637,120161,2090,51.0,AWS,502
87,256,warm,False,291,0.051363,100818,2470,51.0,AWS,502
88,256,warm,False,313,0.042035,91706,3030,51.0,AWS,502
89,256,warm,False,290,0.051254,101130,1720,51.0,AWS,502
90,256,warm,False,326,0.041705,116298,1740,51.0,AWS,502
91,256,warm,False,314,0.044385,100905,1940,51.0,AWS,502
92,256,warm,False,332,0.038331,98331,2040,51.0,AWS,502
93,256,warm,False,300,0.038033,97033,1820,51.0,AWS,502
94,256,warm,False,305,0.041352,92833,2000,51.0,AWS,502
95,256,warm,False,335,0.04796,97795,1860,51.0,AWS,502
96,256,warm,False,295,0.048403,98320,1810,51.0,AWS,502
97,256,warm,False,298,0.044622,108383,5800,51.0,AWS,502
98,256,warm,False,352,0.041713,88749,1880,51.0,AWS,502
99,256,warm,False,298,0.086811,137438,2100,51.0,AWS,502
100,256,sequential,False,415,0.073837,109189,3730,51.0,AWS,502
101,256,sequential,False,301,0.057159,93137,2630,51.0,AWS,502
102,256,sequential,False,302,0.04468,85589,0,,AWS,502
103,256,sequential,False,321,0.046743,78344,2029,51.0,AWS,502
104,256,sequential,False,299,0.039042,72781,2790,51.0,AWS,502
105,256,sequential,False,340,0.048374,97440,1980,51.0,AWS,502
106,256,sequential,False,304,0.04447,92364,1740,51.0,AWS,502
107,256,sequential,False,309,0.045219,88768,2200,51.0,AWS,502
108,256,sequential,False,337,0.048983,87067,1970,51.0,AWS,502
109,256,sequential,False,317,0.046345,103325,1880,51.0,AWS,502
110,256,sequential,False,321,0.070729,104078,1830,51.0,AWS,502
111,256,sequential,False,309,0.071716,107870,2040,51.0,AWS,502
112,256,sequential,False,312,0.036775,72395,0,,AWS,502
113,256,sequential,False,338,0.042168,85842,2000,51.0,AWS,502
114,256,sequential,False,311,0.050343,87253,0,,AWS,502
115,256,sequential,False,302,0.040788,93177,1880,51.0,AWS,502
116,256,sequential,False,335,0.068338,96880,0,,AWS,502
117,256,sequential,False,320,0.043483,75845,19490,51.0,AWS,502
118,256,sequential,False,310,0.03922,95106,1890,51.0,AWS,502
119,256,sequential,False,303,0.044911,82463,1960,51.0,AWS,502
120,256,sequential,False,307,0.045515,83419,1880,51.0,AWS,502
121,256,sequential,False,301,0.044261,72801,1790,51.0,AWS,502
122,256,sequential,False,323,0.042202,75942,10410,51.0,AWS,502
123,256,sequential,False,307,0.03847,74730,1760,51.0,AWS,502
124,256,sequential,False,319,0.066701,105734,1880,51.0,AWS,502
125,256,sequential,False,352,0.042311,89955,1910,51.0,AWS,502
126,256,sequential,False,338,0.045772,81291,2180,51.0,AWS,502
127,256,sequential,False,318,0.0439,93394,1890,51.0,AWS,502
128,256,sequential,False,337,0.044473,91938,2000,51.0,AWS,502
129,256,sequential,False,348,0.071805,113972,2029,51.0,AWS,502
130,256,sequential,False,304,0.050087,89734,1910,51.0,AWS,502
131,256,sequential,False,305,0.036833,70386,1710,51.0,AWS,502
132,256,sequential,False,310,0.04062,73840,1850,51.0,AWS,502
133,256,sequential,False,309,0.042612,98922,1820,51.0,AWS,502
134,256,sequential,False,304,0.046672,81981,1940,51.0,AWS,502
135,256,sequential,False,305,0.039771,76907,10530,51.0,AWS,502
136,256,sequential,False,313,0.044113,75796,1860,51.0,AWS,502
137,256,sequential,False,303,0.042236,78830,1880,51.0,AWS,502
138,256,sequential,False,302,0.042933,75120,2130,51.0,AWS,502
139,256,sequential,False,310,0.04342,79289,1770,51.0,AWS,502
140,256,sequential,False,358,0.041824,72228,1940,51.0,AWS,502
141,256,sequential,False,307,0.041353,74333,0,,AWS,502
142,256,sequential,False,358,0.04484,78589,2029,51.0,AWS,502
143,256,sequential,False,303,0.037986,69484,1730,51.0,AWS,502
144,256,sequential,False,314,0.043722,96992,1970,51.0,AWS,502
145,256,sequential,False,305,0.04057,78188,0,,AWS,502
146,256,sequential,False,300,0.040516,73009,1880,51.0,AWS,502
147,256,sequential,False,318,0.045374,82911,3050,51.0,AWS,502
148,256,sequential,False,297,0.046762,80419,2040,51.0,AWS,502
149,256,sequential,False,327,0.047468,83777,7280,51.0,AWS,502
0,256,sequential,False,5999,0.037608,64371,0,0.0,Workers,502
1,256,sequential,False,6000,0.047252,71214,0,0.0,Workers,502
2,256,sequential,False,6001,0.035434,65012,0,0.0,Workers,502
3,256,sequential,False,6000,0.035865,72241,0,0.0,Workers,502
4,256,sequential,False,6000,0.039767,66503,0,0.0,Workers,502
5,256,sequential,False,6000,0.042339,71238,0,0.0,Workers,502
6,256,sequential,False,5999,0.037589,60135,0,0.0,Workers,502
7,256,sequential,False,6001,0.039435,69812,0,0.0,Workers,502
8,256,sequential,False,6001,0.039958,62528,0,0.0,Workers,502
9,256,sequential,False,5999,0.042381,69318,0,0.0,Workers,502
10,256,sequential,False,6000,0.044885,71639,0,0.0,Workers,502
11,256,sequential,False,6001,0.036898,59044,0,0.0,Workers,502
12,256,sequential,False,5999,0.041974,67119,0,0.0,Workers,502
13,256,sequential,False,5999,0.047067,75623,0,0.0,Workers,502
14,256,sequential,False,5999,0.046242,72917,0,0.0,Workers,502
15,256,sequential,False,6001,0.041972,64411,0,0.0,Workers,502
16,256,sequential,False,6001,0.040857,75347,0,0.0,Workers,502
17,256,sequential,False,6000,0.039587,64776,0,0.0,Workers,502
18,256,sequential,False,6001,0.042597,64541,0,0.0,Workers,502
19,256,sequential,False,5999,0.042854,65532,0,0.0,Workers,502
20,256,sequential,False,6000,0.040716,64135,0,0.0,Workers,502
21,256,sequential,False,5999,0.039445,66165,0,0.0,Workers,502
22,256,sequential,False,6001,0.040804,67548,0,0.0,Workers,502
23,256,sequential,False,6001,0.044254,73210,0,0.0,Workers,502
24,256,sequential,False,6001,0.040432,65416,0,0.0,Workers,502
25,256,sequential,False,6000,0.044651,67175,0,0.0,Workers,502
26,256,sequential,False,6000,0.038654,64309,0,0.0,Workers,502
27,256,sequential,False,5999,0.048516,69755,0,0.0,Workers,502
28,256,sequential,False,6001,0.037396,62994,0,0.0,Workers,502
29,256,sequential,False,6000,0.039663,63820,0,0.0,Workers,502
30,256,sequential,False,6001,0.038975,66356,0,0.0,Workers,502
31,256,sequential,False,6001,0.04144,67971,0,0.0,Workers,502
32,256,sequential,False,6001,0.04325,70047,0,0.0,Workers,502
33,256,sequential,False,6000,0.037668,60969,0,0.0,Workers,502
34,256,sequential,False,5999,0.040619,62104,0,0.0,Workers,502
35,256,sequential,False,6001,0.040201,67671,0,0.0,Workers,502
36,256,sequential,False,6001,0.038918,67505,0,0.0,Workers,502
37,256,sequential,False,6001,0.041059,70084,0,0.0,Workers,502
38,256,sequential,False,5999,0.042189,73407,0,0.0,Workers,502
39,256,sequential,False,5999,0.039435,63321,0,0.0,Workers,502
40,256,sequential,False,6000,0.037608,61465,0,0.0,Workers,502
41,256,sequential,False,5999,0.046027,74939,0,0.0,Workers,502
42,256,sequential,False,6001,0.049879,74740,0,0.0,Workers,502
43,256,sequential,False,6000,0.036847,61412,0,0.0,Workers,502
44,256,sequential,False,6000,0.044852,72137,0,0.0,Workers,502
45,256,sequential,False,5999,0.044353,68151,0,0.0,Workers,502
46,256,sequential,False,5999,0.044345,64986,0,0.0,Workers,502
47,256,sequential,False,5999,0.042583,68221,0,0.0,Workers,502
48,256,sequential,False,5999,0.040515,67276,0,0.0,Workers,502
49,256,sequential,False,6001,0.044048,69508,0,0.0,Workers,502
50,256,burst,False,116000,0.040286,1386354,0,0.0,Workers,502
51,256,burst,False,5999,0.049325,70168,0,0.0,Workers,502
52,256,burst,False,116000,0.046348,1301581,0,0.0,Workers,502
53,256,burst,False,6000,0.049578,71916,0,0.0,Workers,502
54,256,burst,False,116000,0.049333,2000891,0,0.0,Workers,502
55,256,burst,False,116000,0.037572,2162602,0,0.0,Workers,502
56,256,burst,False,6000,0.041865,68559,0,0.0,Workers,502
57,256,burst,False,116000,0.044534,1445455,0,0.0,Workers,502
58,256,burst,False,116000,0.044725,1036114,0,0.0,Workers,502
59,256,burst,False,6000,0.044365,70279,0,0.0,Workers,502
60,256,burst,False,5999,0.039899,62139,0,0.0,Workers,502
61,256,burst,False,5999,0.041161,71885,0,0.0,Workers,502
62,256,burst,False,5999,0.050333,86084,0,0.0,Workers,502
63,256,burst,False,6001,0.05029,76694,0,0.0,Workers,502
64,256,burst,False,6001,0.050276,78693,0,0.0,Workers,502
65,256,burst,False,116000,0.040289,1509216,0,0.0,Workers,502
66,256,burst,False,116000,0.045872,1815554,0,0.0,Workers,502
67,256,burst,False,116000,0.045983,1472658,0,0.0,Workers,502
68,256,burst,False,5999,0.045822,74326,0,0.0,Workers,502
69,256,burst,False,6000,0.048926,79104,0,0.0,Workers,502
70,256,burst,False,116000,0.038053,1102596,0,0.0,Workers,502
71,256,burst,False,115999,0.042917,1102509,0,0.0,Workers,502
72,256,burst,False,6000,0.043964,71459,0,0.0,Workers,502
73,256,burst,False,6000,0.043165,67336,0,0.0,Workers,502
74,256,burst,False,6001,0.044065,73209,0,0.0,Workers,502
75,256,burst,False,5999,0.043541,66724,0,0.0,Workers,502
76,256,burst,False,6001,0.038116,66302,0,0.0,Workers,502
77,256,burst,False,6001,0.043759,67420,0,0.0,Workers,502
78,256,burst,False,5999,0.048,76223,0,0.0,Workers,502
79,256,burst,False,116000,0.043623,1649879,0,0.0,Workers,502
80,256,burst,False,116000,0.045481,2057853,0,0.0,Workers,502
81,256,burst,False,116000,0.043321,2160396,0,0.0,Workers,502
82,256,burst,False,5999,0.034587,62232,0,0.0,Workers,502
83,256,burst,False,6001,0.040173,68584,0,0.0,Workers,502
84,256,burst,False,6001,0.04314,71140,0,0.0,Workers,502
85,256,burst,False,6001,0.047295,67519,0,0.0,Workers,502
86,256,burst,False,5999,0.03886,70120,0,0.0,Workers,502
87,256,burst,False,116000,0.043582,1497192,0,0.0,Workers,502
88,256,burst,False,116000,0.043805,1444531,0,0.0,Workers,502
89,256,burst,False,6001,0.043779,67013,0,0.0,Workers,502
90,256,burst,False,6001,0.03908,68258,0,0.0,Workers,502
91,256,burst,False,6000,0.044384,72197,0,0.0,Workers,502
92,256,burst,False,116000,0.04669,2004536,0,0.0,Workers,502
93,256,burst,False,6001,0.047646,72350,0,0.0,Workers,502
94,256,burst,False,5999,0.046749,86965,0,0.0,Workers,502
95,256,burst,False,116001,0.037779,1039848,0,0.0,Workers,502
96,256,burst,False,6001,0.043718,79123,0,0.0,Workers,502
97,256,burst,False,5999,0.043822,64734,0,0.0,Workers,502
98,256,burst,False,6000,0.046671,70690,0,0.0,Workers,502
99,256,burst,False,6001,0.046949,79173,0,0.0,Workers,502
100,256,warm,False,5999,0.039412,72518,0,0.0,Workers,502
101,256,warm,False,116000,0.050231,1140393,0,0.0,Workers,502
102,256,warm,False,5999,0.050077,80816,0,0.0,Workers,502
103,256,warm,False,6001,0.050108,80964,0,0.0,Workers,502
104,256,warm,False,115999,0.0503,1140830,0,0.0,Workers,502
105,256,warm,False,6001,0.037995,66023,0,0.0,Workers,502
106,256,warm,False,5999,0.047485,75214,0,0.0,Workers,502
107,256,warm,False,5999,0.047217,70524,0,0.0,Workers,502
108,256,warm,False,116000,0.049482,1273010,0,0.0,Workers,502
109,256,warm,False,116000,0.047289,2155875,0,0.0,Workers,502
110,256,warm,False,5999,0.036683,58763,0,0.0,Workers,502
111,256,warm,False,116000,0.047526,1765700,0,0.0,Workers,502
112,256,warm,False,116000,0.045151,1765739,0,0.0,Workers,502
113,256,warm,False,5999,0.047251,73930,0,0.0,Workers,502
114,256,warm,False,6001,0.048755,78321,0,0.0,Workers,502
115,256,warm,False,6001,0.052998,82000,0,0.0,Workers,502
116,256,warm,False,116000,0.0527,2285447,0,0.0,Workers,502
117,256,warm,False,116000,0.052306,2159475,0,0.0,Workers,502
118,256,warm,False,6001,0.052746,80798,0,0.0,Workers,502
119,256,warm,False,6000,0.05239,79250,0,0.0,Workers,502
120,256,warm,False,6000,0.038942,67668,0,0.0,Workers,502
121,256,warm,False,116000,0.044549,1836116,0,0.0,Workers,502
122,256,warm,False,6000,0.046755,74222,0,0.0,Workers,502
123,256,warm,False,6000,0.044573,69666,0,0.0,Workers,502
124,256,warm,False,116000,0.046884,1868181,0,0.0,Workers,502
125,256,warm,False,5999,0.041607,68623,0,0.0,Workers,502
126,256,warm,False,6001,0.040732,66431,0,0.0,Workers,502
127,256,warm,False,6001,0.04062,67363,0,0.0,Workers,502
128,256,warm,False,6000,0.033604,63445,0,0.0,Workers,502
129,256,warm,False,116000,0.041919,1922574,0,0.0,Workers,502
130,256,warm,False,116000,0.046343,1096152,0,0.0,Workers,502
131,256,warm,False,115999,0.046243,1095852,0,0.0,Workers,502
132,256,warm,False,116000,0.043343,1653849,0,0.0,Workers,502
133,256,warm,False,6000,0.043439,67613,0,0.0,Workers,502
134,256,warm,False,5999,0.04032,70458,0,0.0,Workers,502
135,256,warm,False,6001,0.036772,64219,0,0.0,Workers,502
136,256,warm,False,116001,0.046565,1441122,0,0.0,Workers,502
137,256,warm,False,116000,0.050586,2158117,0,0.0,Workers,502
138,256,warm,False,6000,0.046772,69847,0,0.0,Workers,502
139,256,warm,False,5999,0.046473,72636,0,0.0,Workers,502
140,256,warm,False,5999,0.043675,64157,0,0.0,Workers,502
141,256,warm,False,5999,0.043464,75525,0,0.0,Workers,502
142,256,warm,False,6000,0.047185,71640,0,0.0,Workers,502
143,256,warm,False,6000,0.037565,70493,0,0.0,Workers,502
144,256,warm,False,116000,0.046977,1855870,0,0.0,Workers,502
145,256,warm,False,5999,0.039758,62510,0,0.0,Workers,502
146,256,warm,False,6000,0.039802,65626,0,0.0,Workers,502
147,256,warm,False,5999,0.039718,62577,0,0.0,Workers,502
148,256,warm,False,6001,0.035338,65892,0,0.0,Workers,502
149,256,warm,False,115999,0.04317,2058598,0,0.0,Workers,502
0,256,sequential,False,274,0.043696,120073,0,28.765625,Containers,502
1,256,sequential,False,294,0.041871,166740,0,28.765625,Containers,502
2,256,sequential,False,214,0.043093,119041,0,28.765625,Containers,502
3,256,sequential,False,306,0.041065,122629,0,28.765625,Containers,502
4,256,sequential,False,231,0.045486,123320,0,28.765625,Containers,502
5,256,sequential,False,293,0.040234,173878,0,28.765625,Containers,502
6,256,sequential,False,360,0.049615,206890,0,28.765625,Containers,502
7,256,sequential,False,246,0.04464,140558,0,28.765625,Containers,502
8,256,sequential,False,300,0.0412,121213,0,28.765625,Containers,502
9,256,sequential,False,247,0.041792,166499,0,28.765625,Containers,502
10,256,sequential,False,228,0.041435,141154,0,28.765625,Containers,502
11,256,sequential,False,250,0.043442,125132,0,28.765625,Containers,502
12,256,sequential,False,238,0.0428,179115,0,28.765625,Containers,502
13,256,sequential,False,240,0.042163,124958,0,28.765625,Containers,502
14,256,sequential,False,195,0.037987,135410,0,28.765625,Containers,502
15,256,sequential,False,207,0.041463,162232,0,28.765625,Containers,502
16,256,sequential,False,288,0.041616,159564,0,28.765625,Containers,502
17,256,sequential,False,276,0.0417,166191,0,28.765625,Containers,502
18,256,sequential,False,213,0.048994,148750,0,28.765625,Containers,502
19,256,sequential,False,216,0.041934,157110,0,28.765625,Containers,502
20,256,sequential,False,354,0.047511,126014,0,28.765625,Containers,502
21,256,sequential,False,280,0.040248,128611,0,28.765625,Containers,502
22,256,sequential,False,237,0.051719,127504,0,28.765625,Containers,502
23,256,sequential,False,233,0.04084,147786,0,28.765625,Containers,502
24,256,sequential,False,236,0.045365,185812,0,28.765625,Containers,502
25,256,sequential,False,302,0.046502,175056,0,28.765625,Containers,502
26,256,sequential,False,214,0.046729,125297,0,28.765625,Containers,502
27,256,sequential,False,317,0.044302,134336,0,28.765625,Containers,502
28,256,sequential,False,279,0.047726,148025,0,28.765625,Containers,502
29,256,sequential,False,300,0.045163,155333,0,28.765625,Containers,502
30,256,sequential,False,351,0.040281,138209,0,28.765625,Containers,502
31,256,sequential,False,332,0.037115,159971,0,28.765625,Containers,502
32,256,sequential,False,202,0.042014,164178,0,28.765625,Containers,502
33,256,sequential,False,239,0.040354,115283,0,28.765625,Containers,502
34,256,sequential,False,326,0.043103,131107,0,28.765625,Containers,502
35,256,sequential,False,204,0.040735,119380,0,28.765625,Containers,502
36,256,sequential,False,298,0.043691,121115,0,28.765625,Containers,502
37,256,sequential,False,250,0.041047,159175,0,28.765625,Containers,502
38,256,sequential,False,234,0.042041,160026,0,28.765625,Containers,502
39,256,sequential,False,307,0.045761,175826,0,28.765625,Containers,502
40,256,sequential,False,804,0.042657,158956,0,28.765625,Containers,502
41,256,sequential,False,247,0.041526,113928,0,28.765625,Containers,502
42,256,sequential,False,443,0.044801,166346,0,28.765625,Containers,502
43,256,sequential,False,214,0.040564,138619,0,28.765625,Containers,502
44,256,sequential,False,410,0.045751,173633,0,28.765625,Containers,502
45,256,sequential,False,377,0.044383,170353,0,28.765625,Containers,502
46,256,sequential,False,235,0.042955,117561,0,28.765625,Containers,502
47,256,sequential,False,275,0.046908,145274,0,28.765625,Containers,502
48,256,sequential,False,228,0.043137,147252,0,28.765625,Containers,502
49,256,sequential,False,304,0.046041,123177,0,28.765625,Containers,502
50,256,burst,False,214,0.039999,132450,0,28.765625,Containers,502
51,256,burst,False,273,0.040114,116978,0,28.765625,Containers,502
52,256,burst,False,198,0.041519,149916,0,28.765625,Containers,502
53,256,burst,False,130,0.041534,158241,0,28.765625,Containers,502
54,256,burst,False,121,0.043054,129808,0,28.765625,Containers,502
55,256,burst,False,150,0.040604,168327,0,28.765625,Containers,502
56,256,burst,False,155,0.046044,140111,0,28.765625,Containers,502
57,256,burst,False,106,0.046191,122991,0,28.765625,Containers,502
58,256,burst,False,135,0.047878,177928,0,28.765625,Containers,502
59,256,burst,False,358,0.046113,123038,0,28.765625,Containers,502
60,256,burst,False,405,0.041177,124851,0,28.765625,Containers,502
61,256,burst,False,192,0.053082,128555,0,28.765625,Containers,502
62,256,burst,False,165,0.053393,152494,0,28.765625,Containers,502
63,256,burst,False,166,0.053178,172024,0,28.765625,Containers,502
64,256,burst,False,176,0.059569,136017,0,28.765625,Containers,502
65,256,burst,False,228,0.045114,128888,0,28.765625,Containers,502
66,256,burst,False,215,0.054055,155497,0,28.765625,Containers,502
67,256,burst,False,146,0.053624,163149,0,28.765625,Containers,502
68,256,burst,False,162,0.054099,162855,0,28.765625,Containers,502
69,256,burst,False,156,0.05104,127742,0,28.765625,Containers,502
70,256,burst,False,211,0.044771,134757,0,28.765625,Containers,502
71,256,burst,False,184,0.041801,187512,0,28.765625,Containers,502
72,256,burst,False,390,0.044863,122893,0,28.765625,Containers,502
73,256,burst,False,108,0.045034,192939,0,28.765625,Containers,502
74,256,burst,False,510,0.045097,148777,0,28.765625,Containers,502
75,256,burst,False,316,0.051593,127430,0,28.765625,Containers,502
76,256,burst,False,261,0.049965,160771,0,28.765625,Containers,502
77,256,burst,False,127,0.044052,162033,0,28.765625,Containers,502
78,256,burst,False,263,0.051611,169211,0,28.765625,Containers,502
79,256,burst,False,196,0.051781,136654,0,28.765625,Containers,502
80,256,burst,False,128,0.044819,123163,0,28.765625,Containers,502
81,256,burst,False,226,0.044794,173301,0,28.765625,Containers,502
82,256,burst,False,207,0.044806,179007,0,28.765625,Containers,502
83,256,burst,False,252,0.038839,123141,0,28.765625,Containers,502
84,256,burst,False,229,0.04501,149566,0,28.765625,Containers,502
85,256,burst,False,338,0.0557,134718,0,28.765625,Containers,502
86,256,burst,False,167,0.049013,152436,0,28.765625,Containers,502
87,256,burst,False,189,0.054665,142471,0,28.765625,Containers,502
88,256,burst,False,144,0.052161,132956,0,28.765625,Containers,502
89,256,burst,False,121,0.054424,140771,0,28.765625,Containers,502
90,256,burst,False,281,0.035748,116982,0,28.765625,Containers,502
91,256,burst,False,190,0.040463,126458,0,28.765625,Containers,502
92,256,burst,False,143,0.042241,164248,0,28.765625,Containers,502
93,256,burst,False,279,0.048467,164536,0,28.765625,Containers,502
94,256,burst,False,119,0.052548,179066,0,28.765625,Containers,502
95,256,burst,False,149,0.04746,124681,0,28.765625,Containers,502
96,256,burst,False,125,0.044036,152701,0,28.765625,Containers,502
97,256,burst,False,279,0.047133,119377,0,28.765625,Containers,502
98,256,burst,False,174,0.056271,146272,0,28.765625,Containers,502
99,256,burst,False,157,0.056085,170848,0,28.765625,Containers,502
100,256,warm,False,164,0.044677,171759,0,28.765625,Containers,502
101,256,warm,False,270,0.040165,369915,0,28.765625,Containers,502
102,256,warm,False,116,0.044733,269900,0,28.765625,Containers,502
103,256,warm,False,236,0.047451,151688,0,28.765625,Containers,502
104,256,warm,False,329,0.046992,128204,0,28.765625,Containers,502
105,256,warm,False,242,0.04976,283566,0,28.765625,Containers,502
106,256,warm,False,80,0.049697,284270,0,28.765625,Containers,502
107,256,warm,False,94,0.04938,290096,0,28.765625,Containers,502
108,256,warm,False,183,0.049506,149188,0,28.765625,Containers,502
109,256,warm,False,228,0.052487,140935,0,28.765625,Containers,502
110,256,warm,False,217,0.047991,168450,0,28.765625,Containers,502
111,256,warm,False,121,0.050433,165037,0,28.765625,Containers,502
112,256,warm,False,241,0.042452,159483,0,28.765625,Containers,502
113,256,warm,False,215,0.045979,175014,0,28.765625,Containers,502
114,256,warm,False,1144,0.043391,135999,0,28.765625,Containers,502
115,256,warm,False,366,0.042771,148840,0,28.765625,Containers,502
116,256,warm,False,221,0.04632,161689,0,28.765625,Containers,502
117,256,warm,False,199,0.044813,172396,0,28.765625,Containers,502
118,256,warm,False,312,0.045115,125571,0,28.765625,Containers,502
119,256,warm,False,174,0.041138,163614,0,28.765625,Containers,502
120,256,warm,False,271,0.046669,149444,0,28.765625,Containers,502
121,256,warm,False,201,0.046735,171130,0,28.765625,Containers,502
122,256,warm,False,307,0.041764,134067,0,28.765625,Containers,502
123,256,warm,False,115,0.049468,191203,0,28.765625,Containers,502
124,256,warm,False,270,0.049849,142233,0,28.765625,Containers,502
125,256,warm,False,261,0.049422,191262,0,28.765625,Containers,502
126,256,warm,False,224,0.049695,184413,0,28.765625,Containers,502
127,256,warm,False,338,0.047898,147032,0,28.765625,Containers,502
128,256,warm,False,146,0.040849,158196,0,28.765625,Containers,502
129,256,warm,False,201,0.045384,152378,0,28.765625,Containers,502
130,256,warm,False,104,0.045642,153807,0,28.765625,Containers,502
131,256,warm,False,427,0.048253,176144,0,28.765625,Containers,502
132,256,warm,False,161,0.040687,192827,0,28.765625,Containers,502
133,256,warm,False,265,0.03395,125041,0,28.765625,Containers,502
134,256,warm,False,208,0.042943,192897,0,28.765625,Containers,502
135,256,warm,False,165,0.044092,122128,0,28.765625,Containers,502
136,256,warm,False,242,0.052307,293519,0,28.765625,Containers,502
137,256,warm,False,891,0.042079,119238,0,28.765625,Containers,502
138,256,warm,False,191,0.051978,146567,0,28.765625,Containers,502
139,256,warm,False,157,0.052995,177452,0,28.765625,Containers,502
140,256,warm,False,238,0.051897,167944,0,28.765625,Containers,502
141,256,warm,False,168,0.052049,152753,0,28.765625,Containers,502
142,256,warm,False,272,0.04918,162105,0,28.765625,Containers,502
143,256,warm,False,209,0.060667,147481,0,28.765625,Containers,502
144,256,warm,False,196,0.06003,174363,0,28.765625,Containers,502
145,256,warm,False,138,0.054438,170918,0,28.765625,Containers,502
146,256,warm,False,302,0.05845,171380,0,28.765625,Containers,502
147,256,warm,False,125,0.051022,159732,0,28.765625,Containers,502
148,256,warm,False,268,0.051358,156733,0,28.765625,Containers,502
149,256,warm,False,152,0.050926,156535,0,28.765625,Containers,502
150,256,warm,False,158,0.051268,170333,0,28.765625,Containers,502
151,256,warm,False,94,0.043636,164334,0,28.765625,Containers,502
0,256,burst,True,506070,0.041913,847869,508290,51.0,AWS,503
1,256,burst,True,527317,0.039052,895911,529890,51.0,AWS,503
2,256,burst,True,511031,0.041594,849139,530380,51.0,AWS,503
3,256,burst,True,486481,0.045782,877250,506110,51.0,AWS,503
4,256,burst,True,516170,0.047852,895418,536430,51.0,AWS,503
5,256,burst,True,504677,0.044652,848992,507280,51.0,AWS,503
6,256,burst,True,512105,0.05373,835743,514690,51.0,AWS,503
7,256,burst,True,516931,0.048737,868709,536450,51.0,AWS,503
8,256,burst,True,496402,0.072198,906568,516030,51.0,AWS,503
9,256,burst,True,481983,0.072,906175,501380,51.0,AWS,503
10,256,burst,True,508562,0.043719,902555,528510,51.0,AWS,503
11,256,burst,True,502988,0.045955,833196,522429,51.0,AWS,503
12,256,burst,True,527955,0.045496,877704,547940,51.0,AWS,503
13,256,burst,True,494559,0.040048,826625,513960,51.0,AWS,503
14,256,burst,True,482942,0.036159,901139,485480,51.0,AWS,503
15,256,burst,True,511415,0.041888,848052,514020,51.0,AWS,503
16,256,burst,True,483394,0.041224,847698,503020,51.0,AWS,503
17,256,burst,True,515826,0.040494,849292,535370,51.0,AWS,503
18,256,burst,True,521338,0.044522,916976,541040,51.0,AWS,503
19,256,burst,True,508282,0.041618,848302,529460,51.0,AWS,503
20,256,burst,True,483514,0.053912,830160,502880,51.0,AWS,503
21,256,burst,True,525199,0.035687,914618,527690,51.0,AWS,503
22,256,burst,True,490764,0.048563,849167,510650,51.0,AWS,503
23,256,burst,True,493282,0.040825,914790,512559,51.0,AWS,503
24,256,burst,True,518538,0.048036,895264,539660,51.0,AWS,503
25,256,burst,True,485764,0.041707,915799,505180,51.0,AWS,503
26,256,burst,True,466430,0.070648,906328,485870,51.0,AWS,503
27,256,burst,True,446964,0.053083,729526,465480,51.0,AWS,503
28,256,burst,True,535304,0.041252,914433,537960,51.0,AWS,503
29,256,burst,True,497522,0.045635,819102,499670,51.0,AWS,503
30,256,burst,True,495488,0.048723,849006,514530,51.0,AWS,503
31,256,burst,True,520678,0.037192,875635,523289,51.0,AWS,503
32,256,burst,True,497160,0.042094,901045,516470,51.0,AWS,503
33,256,burst,True,528773,0.046555,894284,548000,51.0,AWS,503
34,256,burst,True,496033,0.04156,826860,516059,51.0,AWS,503
35,256,burst,True,493697,0.043266,874925,496100,51.0,AWS,503
